url_pk,channel_id,title,description,thumbnails,published,play_time,view_count,like_count
y6G1f9XlcEo,UCC9pQY_uaBSa0WOpMNJHbEQ,구독자가 알려주는 떡볶이 레시피 2,"많은 분들이 댓글 달아 주셨는데 몇 분만 영상에 담아봤습니다.
죄송하고 감사합니다..

구독자가 알려주는 떡볶이 레시피 1편 : https://youtu.be/Ja6zFKto0yE

#떡볶이","{'url': 'https://i.ytimg.com/vi/y6G1f9XlcEo/hqdefault.jpg', 'width': 480, 'height': 360}",2021-12-10T10:22:27Z,5:24,192328,1971
KoMK7zVRUlg,UCC9pQY_uaBSa0WOpMNJHbEQ,늘 먹던 김치찌개에 '이것'을 추가했더니 소름,"순두부 비지찌개를 만들어 보자

[재료]
순두부 1봉, 찌개용 돼지고기 200g, 자른 김치, 양파

[만드는 법]
1. 뚝배기에 식용유를 두르고 돼지고기, 자른 김치, 된장 1/2스푼, 고추장 1/2스푼, 진간장 1스푼을 넣고 볶아줍니다.
2. 물 1컵 + 1/2컵 (약 270ml) 부어주고 양파, 순두부 1봉을 넣어준 뒤 오랫동안 끓여줍니다.
3. 대파를 올려 마무리합니다.

#순두부 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/KoMK7zVRUlg/hqdefault.jpg', 'width': 480, 'height': 360}",2023-03-10T09:39:49Z,1:56,86614,855
FRv7Qa6K254,UCC9pQY_uaBSa0WOpMNJHbEQ,남자친구가 여행 가고 싶다 하길래 만들어줬습니다.,"팟타이 라면을 만들어 보자

[재료]
진순이, 청양고추, 계란, 숙주, 부추

[만드는 법]
1. 라면 사리는 미리 삶아둡니다.
2. 팬에 계란 2알로 스크램블을 만든 뒤 빼줍니다.
3. 청양고추, 다진 마늘 1스푼을 볶다가 면 사리, 멸치 액젓 1스푼, 굴소스 1/2스푼, 설탕 1스푼물 5~6스푼을 넣고 볶아줍니다.
4. 숙주, 부추, 계란 스크램블, 라면 스프(입맛에 맞게 소량), 넣고 빠르게 볶아줍니다.

#팟타이 #라면 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/FRv7Qa6K254/hqdefault.jpg', 'width': 480, 'height': 360}",2023-02-02T08:30:03Z,2:8,73559,949
hGtJdjQxXgA,UCC9pQY_uaBSa0WOpMNJHbEQ,이걸 파는 곳이 있었으면 매일 먹었을 텐데,"로제쫄볶이를 만들어보자

[재료]
쫄면, 떡볶이 떡, 어묵, 우유, 토마토 소스, 고추장

[만드는 법]
1. 쫄면 사리와 떡은 미리 한번 삶아줍니다.
2. 물을 다 버리고 우유 2컵 (약 360ml), 토마토 소스 1컵, 고추장 1스푼, 다진 마늘 1/2스푼, 어묵을 넣고 약불에서 끓여줍니다. 
(우유 2컵 대신 우유 1컵+생크림1컵 더 맛있음) 
3. 입맛에 맞게 맛소금, 치킨스톡으로 간을 더해줍니다.

#로제떡볶이 #쫄면 #쫄볶이

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/hGtJdjQxXgA/hqdefault.jpg', 'width': 480, 'height': 360}",2022-06-23T08:34:20Z,1:59,83931,1654
IcAHM1X8i8I,UCC9pQY_uaBSa0WOpMNJHbEQ,초콜릿은 이제 두부로 만드세요,"간단하게 파베초콜릿을 연두부로 만들어 보자 

#파베초콜릿 #연두부 #개쉬움","{'url': 'https://i.ytimg.com/vi/IcAHM1X8i8I/hqdefault.jpg', 'width': 480, 'height': 360}",2021-06-22T07:00:03Z,2:44,67501,1753
MQvgFS7bA6Q,UCC9pQY_uaBSa0WOpMNJHbEQ,제발 이렇게만 따라하세요,"부추전을 만들어 보자

[재료]
부추, 팽이버섯, 부침가루, 빵가루

[만드는 법]
1. 손질된 부추와 팽이버섯에 다진 마늘 1스푼, 부침가루와 물을 1:1비율로 넣어줍니다.
2. 잘 섞인 반죽물 마지막 단계에 빵가루를 넣어준 뒤 전을 구워줍니다. 

#부추전 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/MQvgFS7bA6Q/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-26T08:54:20Z,1:42,84267,1055
m3hIzb0rscI,UCC9pQY_uaBSa0WOpMNJHbEQ,늘 먹던 것과는 다르고 처음 먹어보는 맛일 겁니다.,"드라이 카레를 만들어 보자

[재료]
다진 돼지고기 200g, 양파, 당근, 카레가루

[만드는 법]
1. 다진 돼지고기에 소금, 후추 간을 해준 뒤 볶아줍니다.
2. 다진 양파(돼지고기와 비슷한 양), 다진 당근(돼지고기 1/2 양), 다진 마늘 1스푼을 넣고 볶아줍니다.
3. 케찹 1스푼, 돈가스 소스 1스푼, 카레가루 2스푼을 넣고 볶아줍니다.
4. 밥 위에 볶은 카레, 계란 노른자, 파슬리를 뿌려줍니다.

#드라이카레 #드라이커리 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/m3hIzb0rscI/hqdefault.jpg', 'width': 480, 'height': 360}",2023-03-02T09:11:25Z,1:53,59480,901
gMfryaHKMoI,UCC9pQY_uaBSa0WOpMNJHbEQ,500원으로 한끼 해결 하는 기가막힌 방법,"팽이버섯으로 간단하게 만드는 요리 2가지

1.팽이버섯 덮밥
2.팽이버섯 불닭볶음면

#팽이버섯 #덮밥 #요리","{'url': 'https://i.ytimg.com/vi/gMfryaHKMoI/hqdefault.jpg', 'width': 480, 'height': 360}",2021-05-28T08:07:17Z,3:13,84756,1399
UrHyFO6ffsA,UCC9pQY_uaBSa0WOpMNJHbEQ,한국인 99%가 모르는 짬뽕 라면 맛있게 먹는 방법,"똠얌꿍 라면을 만들어보자

[재료]
짬뽕 라면, 냉동 새우, 숙주, 양파, 청양고추, 깻잎

[만드는 법]
1. 냄비에 물 2컵(약 360ml), 우유 2/3컵(약 120ml) 부어줍니다.
2. 액상 스프, 건더기 스프, 멸치 액젓 1스푼, 케찹 1/2스푼, 다진 마늘 1/2스푼을 넣고 섞어줍니다.
3. 물이 끓으면 새우, 면, 숙주를 넣고 익혀줍니다.
4. 다 됐으면 식초 1~3스푼, 양파, 청양고추, 깻잎을 올려줍니다.

#짬뽕라면 #똠얌꿍  


채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/UrHyFO6ffsA/hqdefault.jpg', 'width': 480, 'height': 360}",2022-08-26T02:59:13Z,2:8,73142,1066
XMAaUpXtN1I,UCC9pQY_uaBSa0WOpMNJHbEQ,형이 왜 거기서 나와...?,"크림카레우동을 만들어보자

[재료]
감자 1알, 생크림 200ml, 대패삼겹살 200g, 양파, 카레가루, 우유 

[만드는 법]
-크림
1. 삶은 감자와 생크림 200ml를 믹서기에 넣고 갈아줍니다.
-카레우동
1. 대패삼겹살과 양파를 볶아줍니다.
2. 우유 or 물을 2컵 (약 360ml)부어줍니다.
3. 우동면, 카레가루 크게 3스푼 (약 60g)을 넣고 섞어줍니다.
(우유or물과 카레가루를 조절하면서 농도를 맞춰줍니다.)

#크림카레우동

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/XMAaUpXtN1I/hqdefault.jpg', 'width': 480, 'height': 360}",2022-03-25T02:46:08Z,3:11,99636,2166
8Al5wiGKi5U,UCC9pQY_uaBSa0WOpMNJHbEQ,싱크로율 99%,"*이 영상은 오비맥주의 유료광고가 포함되어 있습니다.

국민맥주 카스와 가장 잘 어울리는 삼겹살 맛집을 투표할 수 있는 푸드 큐레이션 플랫폼 #카스어디집 2월 20일 출시!

지금까지 나만 알고있었던, 알고싶었던 최애 삼겹살 맛집에 투표하고 단골집 사장님을 응원해 보세요 
여기서 끝이 아니다! 다른 맥주러버들이 추천한 우리동네 삼겹살&카스 맛집까지 확인 가능!

게다가 보기만해도 군침나는 자취요리신의 특별한 삽겹살 레시피도 모아모아 만날 수 있습니다.

지금 카스어디집에 접속해 카스와 가장 잘 어울리는 단골 삼겹살 집을 투표해 주세요
 ▶ http://bit.ly/3lIIGTB


*경고: 지나친 음주는 뇌졸중, 기억력 손상이나 치매를 유발합니다. 임신 중 음주는 기형아 출생 위험을 높입니다. |
제조사/판매사: 오비맥주","{'url': 'https://i.ytimg.com/vi/8Al5wiGKi5U/hqdefault.jpg', 'width': 480, 'height': 360}",2023-02-11T08:00:02Z,2:24,62069,1147
-R0-lLRhOzY,UCC9pQY_uaBSa0WOpMNJHbEQ,이게 바로 살찌우는 맛 ㅇㅈ?,"계란 카레라면을 만들어 보자

[재료]
라면, 대패 삼겹살 50g, 양파, 계란 2알

[만드는 법]
1. 팬에 대패 삼겹살과 양파를 진한 갈색빛이 띌 때까지 볶아줍니다.
2. 물 2컵 (약 360ml), 카레가루 2스푼, 케찹 1스푼, 분말스프 1/3봉을 넣고 섞어줍니다. 
3. 물이 끓으면 면을 넣고 익혀줍니다.
4. 면을 미리 빼준 뒤 계란을 넣고 익혀줍니다.

#계란
#카레
#라면

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/-R0-lLRhOzY/hqdefault.jpg', 'width': 480, 'height': 360}",2023-03-15T09:19:09Z,1:47,87128,1251
w3_QHIWXBTQ,UCC9pQY_uaBSa0WOpMNJHbEQ,SNS에서 난리난 해장용으로 꼭 먹어야 하는 음식,"틈새고추참치라면을 만들어보자

[재료]
틈새라면, 고추참치 1캔(100g) 

[만드는 법]
1. 냄비에 식용유를 두르고 다진 마늘 1스푼 볶아줍니다.
2. 자른 김치 1스푼, 고추참치 1캔 (100g)을 넣고 볶아줍니다.
3. 물 500ml(종이컵 3컵반)을 넣고 라면을 끓여줍니다.
4. 콩나물이나 냉장고에 남는 채소를 넣어줍니다.


#틈새고추참치라면

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/w3_QHIWXBTQ/hqdefault.jpg', 'width': 480, 'height': 360}",2021-12-29T09:00:21Z,2:18,239037,3327
_r2MMQ_hI3c,UCC9pQY_uaBSa0WOpMNJHbEQ,두부로 밥 2공기 가능한 메뉴,"마파두부 느낌의 두부볶음 덮밥을 만들어보자

[재료]
두부 300g, 다진 돼지고기, 대파, 양파

[양념장]
된장 작은 1스푼
고추장 작은 1스푼
돈가스 소스 1스푼
설탕 1스푼
고춧가루 1스푼
다진 마늘 1스푼
물 종이컵 1/3컵 (약 60ml)

[만드는 법]
1. 기름을 두른 팬에 두부를 넣고 앞뒤로 노릇하게 볶아줍니다.
2. 다진 돼지고기 2스푼 (약 60g), 대파 한줌, 양파 한줌 넣고 복아줍니다.
3. 양념장을 넣고 볶아줍니다.
4. 밥, 통깨, 파슬리 등 뿌려서 마무리합니다. 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join

#두부","{'url': 'https://i.ytimg.com/vi/_r2MMQ_hI3c/hqdefault.jpg', 'width': 480, 'height': 360}",2022-01-25T09:21:21Z,2:46,123219,2775
p6dKecf4ypw,UCC9pQY_uaBSa0WOpMNJHbEQ,지옥의 맛을 보고 싶다면 누르시오!!!,"매운 어묵탕을 간단하게 만들어보자

[재료]
어묵, 청양고추, 대파

[만드는 법]
1. 물 2컵+1/2컵 (약 450ml), 고추장 1/2스푼, 진간장 2스푼, 설탕 1스푼, 고춧가루 3스푼, 다진마늘 1/2스푼, 치킨스톡 1/2스푼을 넣고 끓여줍니다.
2. 물이 끓어 오르면 어묵, 청양고추, 대파를 넣고 3~4분간 더 끓여줍니다.

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join

#어묵탕
#청양고추
#자취요리","{'url': 'https://i.ytimg.com/vi/p6dKecf4ypw/hqdefault.jpg', 'width': 480, 'height': 360}",2022-02-22T10:38:07Z,3:4,101954,2058
tmLglJNybi8,UCC9pQY_uaBSa0WOpMNJHbEQ,이거 하나면 디저트까지 완벽,"불닭볶음면을 더 맛있게 먹어보자

[재료]
불닭볶음면, 대패삼겹살 200g, 파채 100g

[만드는 법]
1. 면사리는 미리 1~2분만 삶아둡니다.
2. 팬에 대패삼겹살, 파채를 넣고 볶아줍니다.
3. 만들어둔 소스, 면 사리를 넣고 볶아줍니다. 
(소스 - 불닭 소스 1봉, 돈가스 소스 3스푼, 다진 마늘 1스푼)
4. 남은 파채, 후레이크, 참기름을 살짝 둘러 마무리합니다.

(디저트)
5. 남은 양념에 밥, 김가루를 넣고 볶아줍니다. 
6. 모짜렐라 치즈를 뿌려주고 뚜껑 덮고 녹여줍니다.

#불닭볶음면

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/tmLglJNybi8/hqdefault.jpg', 'width': 480, 'height': 360}",2022-07-25T09:22:49Z,2:19,117051,2294
xuG9pgQqhtY,UCC9pQY_uaBSa0WOpMNJHbEQ,한국보다 외국에서 더 유명한 불닭볶음면 먹는 방법,"불닭볶음면을 더 맛있게 먹어보자 

[재료]
불닭볶음면, 팽이버섯 150g

[만드는 법]
1. 팽이버섯은 밑둥을 자르고 깨끗하게 손질해줍니다.
2. 면을 3분간 삶아주고 팽이버섯 넣고 30초간 더 삶아줍니다.
3. 물 3~4스푼 남기고 다 버려준 뒤, 돈가스 소스 1/2스푼, 설탕 1/2스푼, 다진 마늘 1/2스푼, 불닭소스를 넣고 약불에서 볶아줍니다.
4. 슬라이스 치즈 등 토핑을 얹어줍니다.

#불닭볶음면 #팽이버섯

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/xuG9pgQqhtY/hqdefault.jpg', 'width': 480, 'height': 360}",2022-06-20T09:17:12Z,1:49,126848,1508
i9gSKDXVm7g,UCC9pQY_uaBSa0WOpMNJHbEQ,집에 아무것도 없을때 만들어 먹는 '마늘볶음밥',"냉장고에 아무 것도 없을때 만들어 먹는 마늘볶음밥 레시피


#마늘볶음밥
#간단한요리
#한국인의맛","{'url': 'https://i.ytimg.com/vi/i9gSKDXVm7g/hqdefault.jpg', 'width': 480, 'height': 360}",2021-06-01T08:30:08Z,3:20,70500,1241
lWMP4FWnrOY,UCC9pQY_uaBSa0WOpMNJHbEQ,아직 한봉지 남았습니다.,"만두전골을 만들어 보자

[재료]
멸치 칼국수 라면, 양파, 대파, 알배추, 팽이버섯, 청양고추

[만드는 법]
1. 전골 냄비에 손질된 모든 재료를 한번에 다 넣어줍니다.
2. 물 4컵 (약 720ml), 분말 스프, 건더기 스프, 멸치 액젓 1스푼, 치킨스톡 1/4스푼 넣고 뚜껑 덮고 5분간 끓여줍니다.
3. 후추, 청양고추를 뿌려줍니다.

#만두전골 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/lWMP4FWnrOY/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-30T08:00:17Z,1:38,59123,940
lIH7NRImFVU,UCC9pQY_uaBSa0WOpMNJHbEQ,외국에서 난리난 닭다리 먹는 법,"간장닭볶음을 만들어보자

[재료]
닭다리살 정육 350g, 통마늘, 청양고추, 양파

[만드는 법]
1. 손질된 닭다리살, 진간장 2스푼, 굴소스 1스푼, 설탕 2스푼, 식초 1스푼, 후추, 전분 가루 1스푼을 넣고 섞어줍니다.
2. 팬에 식용유를 두르고 통마늘, 양념된 닭고기를 넣고 볶아줍니다.
3. 닭고기가 70% 정도 익었을 때쯤에 양파, 청양고추를 넣고 한번 더 볶아줍니다.

#닭구이

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/lIH7NRImFVU/hqdefault.jpg', 'width': 480, 'height': 360}",2023-02-03T09:27:03Z,1:56,95766,1352
R2W0i4d5g8s,UCC9pQY_uaBSa0WOpMNJHbEQ,이건 사먹지 말고 라면으로 만들어 드세요,"로제떡라면을 만들어보자

[재료]
스파게티 라면, 비엔나 소시지, 양파, 우유

[만드는 법]
1. 팬에 식용유를 두르고 양파 반개, 비엔나 소시지를 볶아줍니다.
2. 우유 400ml (약 종이컵 2컵 + 1/3컵)을 부어주고 고추장 크게 1스푼, 라면 스프, 후레이크를 다 넣고 섞어줍니다.
3. 면, 떡 등 사리를 넣고 익혀줍니다.
4. 추가로 소금, 후추, 슬라이스 치즈, 파슬리 등 뿌려줍니다.

#로제라면 
 
채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/R2W0i4d5g8s/hqdefault.jpg', 'width': 480, 'height': 360}",2022-08-03T09:23:45Z,2:30,165102,2574
ayb083Q-dvY,UCC9pQY_uaBSa0WOpMNJHbEQ,연예인도 즐겨 먹는 '라이스페이퍼 만두' 만들기,"집에 남는 재료로 다이어트에 좋은 만두를 만들어보자


#라이스페이퍼 #만두 #쌀종이","{'url': 'https://i.ytimg.com/vi/ayb083Q-dvY/hqdefault.jpg', 'width': 480, 'height': 360}",2021-04-26T08:00:01Z,4:29,416645,3535
YKcy8IAp6Rs,UCC9pQY_uaBSa0WOpMNJHbEQ,간식으로 가볍게 한그릇 먹기 딱 좋습니다.,"볶음우동을 만들어보자

[재료]
우동 라면, 다진 돼지고기 150~200g, 부추, 대파

[만드는 법]
1. 팬에 식용유를 두르고 다진 돼지고기, 다진 마늘 1스푼, 다진 대파, 소금, 후추를 넣고 볶아줍니다.
2. 고추장 1/2스푼, 고춧가루 1스푼, 설탕 1스푼, 액상 스프를 넣고 볶아줍니다.
3. 물 1 + 1/3컵 (약 240ml)부어주고 물이 끓으면 우동면을 넣고 익혀줍니다.
4. 잘 익은 우동면 위로 대파 혹은 부추를 올려줍니다.

#볶음우동  

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/YKcy8IAp6Rs/hqdefault.jpg', 'width': 480, 'height': 360}",2022-09-04T09:17:31Z,2:12,124317,2207
IcmbkVzSDmI,UCC9pQY_uaBSa0WOpMNJHbEQ,고깃집에서 먹던 '계란찜' 똑같이 따라하는 방법,"집에서 쉽게 계란찜을 만들어 보자

-------------------------------------------------


1. 폭탄계란찜

- 뚝배기의 절반까지 계란을 넣고 70~80% 까지 물을 부어주고 풀어줍니다.
- 맛소금으로 간해주면 좋습니다.
- 센불에서 계속 저어주면서 끓여주다가 80%정도 익었으면
  약불에서 뚜껑을 덮고 익혀줍니다.

2. 전자레인지 계란찜

- 전자레인지 사용가능 용기에 계란물을 넣고 랩을 씌우고 전자레인지에 4분 돌려줍니다.

#삼겹살 #계란찜","{'url': 'https://i.ytimg.com/vi/IcmbkVzSDmI/hqdefault.jpg', 'width': 480, 'height': 360}",2020-12-18T07:15:40Z,4:8,110509,1314
AFiEjog4oFY,UCC9pQY_uaBSa0WOpMNJHbEQ,찍먹파는 꼭 봐야하는 감자 위에 치즈소스를 부으면 생기는 일,"구운 감자에 치즈소스를 곁들인 치즈웨지감자를 만들어보자

#치즈웨지감자 #노오븐 #자취요리","{'url': 'https://i.ytimg.com/vi/AFiEjog4oFY/hqdefault.jpg', 'width': 480, 'height': 360}",2021-07-07T10:01:45Z,2:40,42552,855
FVAcei6kvE0,UCC9pQY_uaBSa0WOpMNJHbEQ,돼지고기 이제 구워먹지 마세요!,"바삭하고 쫀득한 식감의 양념 돼지고기 강정을 만들어보자

[재료]
불고기용 돼지고기(500g), 감자전분

[양념장]
고추장 크게 1스푼 
카레가루 1스푼
설탕 2스푼
다진마늘 1스푼
고춧가루 1스푼
물 ⅓컵

#돼지고기","{'url': 'https://i.ytimg.com/vi/FVAcei6kvE0/hqdefault.jpg', 'width': 480, 'height': 360}",2021-10-14T10:32:01Z,3:20,158405,2514
kkoWsc_et0E,UCC9pQY_uaBSa0WOpMNJHbEQ,가끔 색다르고 특별한 맛을 느껴보고 싶을땐,"토마토카레를 만들어보자 

[재료]
돼지고기 200g, 양파, 감자

[만드는 법]
1. 팬에 식용유를 두르고 돼지고기를 갈색빛이 띄게 구워줍니다.
2. 양파를 넣고 양파도 볶아줍니다.
3. 물 2컵(약 360ml), 카레가루 2스푼, 토마토소스 2스푼, 돈가스 소스 1스푼, 고춧가루 1스푼, 감자를 넣고 약불에서 감자가 익을 때까지 끓여줍니다.
4. 밥 1공기, 파슬리를 뿌려 마무리해줍니다.

#토마토 #카레 

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/kkoWsc_et0E/hqdefault.jpg', 'width': 480, 'height': 360}",2022-06-13T08:29:00Z,2:34,93545,1325
ldORvgyISsU,UCC9pQY_uaBSa0WOpMNJHbEQ,짜장라면으로 배터지게 만드는 '라면 볶음밥',"짜장 라면 한개로 배가 안차는 분들을 위한 레시피

#컵라면볶음밥 #라면먹방","{'url': 'https://i.ytimg.com/vi/ldORvgyISsU/hqdefault.jpg', 'width': 480, 'height': 360}",2021-03-16T08:45:03Z,3:55,695819,5758
EI7q96Ozf6M,UCC9pQY_uaBSa0WOpMNJHbEQ,콩나물 1000원치만 가지고 오세요,"[재료]
콩나물, 당면, 양파, 당근, 어묵, 대파

[양념장]
진간장 1스푼
굴소스 1스푼
설탕 1스푼
다진 마늘 1스푼
참기름 1스푼

1. 미리 당면과 콩나물을 3분간 삶아줍니다.
2. 팬에 식용유를 1스푼 둘러줍니다.
3. 파, 당근, 양파, 어묵 순으로 볶아줍니다.
4. 미리 삶아 둔 당면, 콩나물, 양념장을 넣고 1분 더 볶아줍니다.
 
#콩나물잡채","{'url': 'https://i.ytimg.com/vi/EI7q96Ozf6M/hqdefault.jpg', 'width': 480, 'height': 360}",2021-08-30T09:45:00Z,3:15,28513,557
dsEWDThx38I,UCC9pQY_uaBSa0WOpMNJHbEQ,제발 무더운 여름날 한번만 드셔보세요,"냉짬뽕을 만들어보자 

[재료]
진짬뽕 라면, 냉면 육수, 닭가슴살, 대파

[만드는 법]
1. 면과 후레이크를 삶아준 뒤 찬물에 헹궈줍니다.
2. 냉면 육수, 진짬뽕 액체스프 1/2봉을 섞어 냉짬뽕 육수를 만들어줍니다.
3. 닭가슴살, 파채, 액체스프 1/2봉, 설탕 1/2스푼, 식초 1/2스푼 섞어 고명을 만들어줍니다.
4. 냉짬뽕 육수에 면, 고명, 계란, 통깨, 얼음 등 올려줍니다.

#냉짬뽕

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/dsEWDThx38I/hqdefault.jpg', 'width': 480, 'height': 360}",2022-07-30T07:45:43Z,2:14,162179,2301
Ki1TB-BHqEQ,UCC9pQY_uaBSa0WOpMNJHbEQ,간단하게 마라 찜닭 만들기,"준비물

삼양마라라면, 닭도리탕용 닭, 파, 청양고추, 고구마, 버섯, 청경채
다진마늘, 액젓, 후추, 당면

 만드는 방법

1. 닭을 내장을 제거하고 씻어준 후, 한번 데쳐줍니다.
2. 팬에 파와 매운고추 기름을 냅니다.
3. 마라라면의 액상 스프를 넣고 살짝 볶아줍니다.
4. 데쳐놓은 닭을 넣고 한번 더 볶아줍니다.
5. 물 3컵을 넣어줍니다.
6. 고구마, 다진마늘 1스푼, 액젓 1스푼, 통후추 1스푼, 버섯, 청경채, 파 를 넣어줍니다.
7. 양념이 잘 베이도록 끓여줍니다.
8. 입맛에 맞는 국물양을 맞춘 후 깨를 뿌리고 맛있게 먹습니다.","{'url': 'https://i.ytimg.com/vi/Ki1TB-BHqEQ/hqdefault.jpg', 'width': 480, 'height': 360}",2020-03-14T13:37:26Z,4:18,40214,801
i03CvBgTJ94,UCC9pQY_uaBSa0WOpMNJHbEQ,이렇게 먹으면 ㄹㅇ 무조건 5kg 빠집니다.,"두부덮밥을 만들어 보자

[재료]
두부 500g, 부추

[만드는 법]
1. 두부에 소금 1꼬집을 뿌리고 팬에 볶아서 수분을 다 날려줍니다.
2. 두부 1/3만 남겨두고 빼준 뒤 밥 1/2공기, 설탕 1스푼, 돈가스 소스 1스푼, 굴소스 1스푼으로 볶아줍니다.
3. 밥과 두부, 부추, 계란 등 올려서 마무리합니다.

#두부

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/i03CvBgTJ94/hqdefault.jpg', 'width': 480, 'height': 360}",2023-01-13T08:59:04Z,1:39,94611,996
HSZ74SOYxcE,UCC9pQY_uaBSa0WOpMNJHbEQ,삼겹살에 사이다를 부으면 밥도둑 완성!,"간단하게 삼겹살 쌈장구이를 만들어보자

[재료]
삼겹살 (약 300g), 양파, 깻잎

[양념장]
쌈장 크게 1스푼
다진 마늘 1스푼
다진 대파 1스푼
후추 조금
사이다 1컵

#삼겹살","{'url': 'https://i.ytimg.com/vi/HSZ74SOYxcE/hqdefault.jpg', 'width': 480, 'height': 360}",2021-11-03T10:00:07Z,2:41,244151,3665
ZDY0mQCdam0,UCC9pQY_uaBSa0WOpMNJHbEQ,라면을 이렇게 먹으니 해장용으로 역대급입니다!!,"라면으로 죽을 만들어보자

[재료]
칼국수 라면, 팽이버섯, 크래미

[만드는 법]
1. 면은 잘게 부셔주고, 팽이버섯과 크래미는 먹기 좋게 손질해줍니다.
2. 물 3컵(약 540ml), 건더기 스프, 분말 스프, 멸치액젓 1/2스푼을 넣어줍니다.
3. 물이 끓으면 면, 크래미, 팽이버섯, 밥 1/2공기(약 100g)를 넣고 면을 익혀줍니다.
4. 면이 익으면 계란 1알을 넣어줍니다.
5. 대파, 참기름, 통깨 등 입맛에 맞게 뿌려줍니다.

#라면 #죽  

채널 멤버십 표시로 이름 옆에 후라이팬을 달아보세요 🍳
https://www.youtube.com/channel/UCC9pQY_uaBSa0WOpMNJHbEQ/join","{'url': 'https://i.ytimg.com/vi/ZDY0mQCdam0/hqdefault.jpg', 'width': 480, 'height': 360}",2022-11-07T08:48:16Z,2:12,78924,1446
